city,Locality,rooms,bathroom,parking_spaces,floor,association_tax,rent_amount,property_tax,fire_insurance,total_rent,animal_allowed,furnishing,rooms_outlier,bathrooms_outlier,parking_outlier
Bangalore,amruthahalli,3,4,2,8,5400,9000,1800,117,16317,1,0,0,0,0
Delhi,jj colony,3,3,0,2,4800,19200,1200,249,25449,1,0,0,0,0
Mumbai,ulwe,1,1,1,6,1350,2805,135,42,4332,1,0,0,0,0
Delhi,jangpura,4,4,0,6,0,45000,2250,687,47940,1,0,0,0,0
Bangalore,8th phase jp nagar,2,1,1,9,1050,4740,0,63,5853,0,0,0,0,0
Bangalore,hennur road,2,1,1,6,0,4350,102,66,4518,0,0,0,0,0
Kolkata,khardah,8,7,4,6,0,42000,2502,690,45180,1,0,1,1,0
Kolkata,gariahat,4,3,3,14,7500,27000,1980,360,36840,1,0,0,0,0
Delhi,greater kailash 1,2,1,0,5,645,2400,186,33,3264,1,0,0,0,0
Delhi,uttam nagar,2,2,1,9,11724,15000,1140,195,28059,0,1,0,0,0
Bangalore,sarjapur  road,1,1,2,9,6450,21000,1626,267,29343,1,1,0,0,0
Bangalore,mahalakshmi layout,4,6,4,3,10500,45000,1032,573,57120,0,1,0,0,0
Mumbai,badlapur,3,1,0,2,900,3000,126,45,4071,1,0,0,0,0
Kolkata,behala,2,1,0,6,0,4050,0,69,4119,1,0,0,0,0
Delhi,bindapur,1,1,1,5,1170,3000,0,39,4209,1,0,0,0,0
Mumbai,kamothe,1,1,0,5,1065,3600,60,54,4779,1,0,0,0,0
Bangalore,7th phase jp nagar,1,1,1,3,6000,14550,1002,186,21738,1,1,0,0,0
Bangalore,richards town,3,4,5,6,2250,10200,702,132,13284,1,1,0,0,1
Bangalore,jalahalli,2,1,1,24,1776,5451,252,72,7551,0,0,0,0,0
Bangalore,electronics city phase 1,4,5,2,22,3600,20400,1500,261,25761,1,1,0,0,0
Bangalore,brookefield,1,1,1,14,3900,15045,555,192,19692,0,1,0,0,0
Delhi,uttam nagar west,1,1,1,4,1740,9900,336,129,12105,1,1,0,0,0
Bangalore,malleshwaram,2,2,1,1,0,5280,90,69,5439,1,0,0,0,0
Delhi,uttam nagar,2,2,1,7,11955,15000,1185,195,28335,1,1,0,0,0
Bangalore,rajaji nagar,3,1,1,6,0,16800,0,255,17055,1,0,0,0,0
Bangalore,hennur road,3,2,1,13,3300,8400,75,108,11883,0,0,0,0,0
Mumbai,malad east,2,1,1,9,900,3600,852,54,5406,1,0,0,0,0
Delhi,vasant kunj,3,2,1,2,3000,11400,930,147,15477,0,1,0,0,0
Delhi,safdarjung enclave,2,1,0,10,1800,5550,369,72,7791,0,0,0,0,0
Kolkata,picnic garden,3,1,0,2,450,3300,450,45,4245,0,0,0,0,0
Bangalore,old madras road,2,2,3,17,6600,25950,0,330,32880,1,0,0,0,0
Kolkata,new alipore,2,1,1,1,1401,2250,234,30,3915,1,0,0,0,0
Delhi,sector 25 rohini,2,1,1,2,0,10500,0,138,10638,1,0,0,0,0
Delhi,paschim vihar,1,1,0,2,1050,2700,0,36,3786,1,0,0,0,0
Bangalore,kammasandra,3,2,2,18,2970,4830,0,63,7863,0,0,0,0,0
Bangalore,cv raman nagar,5,4,2,7,660000,36000,3000,459,699600,1,0,0,0,0
Bangalore,rachenahalli,2,1,1,3,300,3600,0,48,3948,1,0,0,0,0
Mumbai,taloja,3,1,0,4,3270,4500,375,66,8211,1,0,0,0,0
Bangalore,varthur,2,1,1,7,1350,5400,375,69,7194,1,0,0,0,0
Bangalore,begur,3,5,4,3,6900,30000,3654,381,40950,1,1,0,0,0
Bangalore,kasavanhalli,2,3,3,6,0,6600,24,102,6726,1,0,0,0,0
Bangalore,rajaji nagar,3,2,0,18,4158,13500,1722,174,19554,1,1,0,0,0
Kolkata,dum dum cantonment,1,1,1,11,1560,10500,675,141,12876,1,0,0,0,0
Kolkata,kustia,3,3,2,3,1140,8400,375,114,10029,1,0,0,0,0
Delhi,ashok nagar,4,5,2,2,6900,24000,2550,312,33750,1,0,0,0,0
Bangalore,btm 2nd stage,3,4,4,18,7950,30000,375,381,38700,1,0,0,0,0
Kolkata,dum dum cantonment,2,1,1,3,888,3000,180,42,4110,1,0,0,0,0
Delhi,sector 12 dwarka,2,2,1,7,3900,14700,765,192,19557,1,0,0,0,0
Bangalore,kanakapura,4,5,4,8,10500,5100,4251,66,19917,1,0,0,0,0
Bangalore,ramagondanahalli,2,1,1,6,0,5100,246,78,5424,1,0,0,0,0
Bangalore,yelahanka new town,2,1,1,1,1680,4170,0,54,5904,0,0,0,0,0
Bangalore,koramangala,2,1,0,2,300,4050,0,54,4404,1,0,0,0,0
Delhi,hari nagar,2,1,1,18,1704,3000,264,39,5007,1,0,0,0,0
Bangalore,hennur road,3,2,3,1,3054,4500,603,60,8217,1,0,0,0,0
Bangalore,harlur,4,4,3,1,8400,12600,2376,162,23538,1,0,0,0,0
Chennai,navallur,2,3,2,5,3780,12600,825,162,17367,0,0,0,0,0
Delhi,saket,1,1,0,9,1650,5562,0,33,7245,1,1,0,0,0
Bangalore,sanjay nagar,1,1,0,6,0,2505,0,39,2544,0,0,0,0,0
Bangalore,bannerghatta road,4,3,3,16,4260,18480,1170,237,24147,1,0,0,0,0
Mumbai,airoli,1,1,1,6,1200,4500,1200,66,6966,1,0,0,0,0
Bangalore,shivaji nagar,3,5,0,11,6000,43500,2925,552,52980,1,1,0,0,0
Chennai,pattabiram,3,1,1,6,1695,6000,180,78,7953,1,0,0,0,0
Bangalore,kammasandra,3,2,2,5,2700,10950,450,48,14148,1,0,0,0,0
Bangalore,bannerghatta road,3,2,2,6,0,9330,333,141,9804,1,0,0,0,0
Bangalore,kogilu,1,1,0,3,600,10500,3,135,11238,1,0,0,0,0
Kolkata,em bypass south east,4,2,2,1,3300,6300,801,84,10485,0,0,0,0,0
Kolkata,sodepur,3,1,1,4,789,3300,183,45,4317,1,0,0,0,0
Bangalore,chandapura,2,1,2,7,2940,5400,501,69,8910,1,0,0,0,0
Bangalore,ramagondanahalli,2,1,1,1,1290,2850,96,39,4275,1,0,0,0,0
Bangalore,begur road,4,2,2,9,7500,15000,2076,192,24768,1,0,0,0,0
Kolkata,prince anwar shah rd,1,1,0,6,135,1995,0,27,2157,1,0,0,0,0
Mumbai,ghansoli,1,1,1,6,1350,3600,126,54,5130,1,0,0,0,0
Bangalore,jigani,4,4,8,12,15000,45000,15600,573,76170,1,1,0,0,1
Chennai,thirumullaivoyal,4,3,4,6,6921,9300,1023,141,17385,1,0,0,0,0
Delhi,green park,1,1,1,1,8250,7200,1905,93,17448,1,1,0,0,0
Bangalore,bommasandra,3,4,3,1,3600,18000,2250,231,24081,0,0,0,0,0
Kolkata,noapara,1,1,1,2,3000,2940,0,42,5982,0,0,0,0,0
Chennai,palavakkam,3,4,4,6,10920,24000,1602,363,36900,1,0,0,0,0
Delhi,green park extension,1,3,1,5,3600,24000,1611,312,29523,0,1,0,0,0
Bangalore,kanakpura road,1,1,0,6,0,12300,1200,186,13686,1,1,0,0,0
Bangalore,gubbalala,2,1,1,3,810,4200,1251,54,6315,0,0,0,0,0
Bangalore,kengeri,3,3,1,3,4740,17400,1767,222,24129,1,0,0,0,0
Bangalore,vijayanagar,2,1,1,11,2493,7866,225,102,10686,1,0,0,0,0
Mumbai,vangani,2,2,1,2,1050,5550,0,84,6684,1,0,0,0,0
Bangalore,rachenahalli,2,2,1,18,951,5349,0,69,6369,1,0,0,0,0
Delhi,sainik farms,2,1,0,3,1875,3000,150,39,5064,1,0,0,0,0
Bangalore,magadi road,4,3,3,11,10500,24000,0,306,34800,1,0,0,0,0
Kolkata,anandapur,3,2,1,2,990,3900,414,54,5358,1,0,0,0,0
Bangalore,7th phase jp nagar,2,1,1,2,840,4950,87,63,5940,1,0,0,0,0
Bangalore,brookefield,1,1,1,6,0,4200,51,66,4317,0,0,0,0,0
Delhi,defence colony,3,2,1,4,3600,8550,777,111,13038,1,0,0,0,0
Delhi,chattarpur,2,1,0,2,1500,3900,300,51,5751,1,0,0,0,0
Bangalore,ramamurthy nagar,3,1,1,8,2511,6600,210,84,9405,0,0,0,0,0
Bangalore,begur road,4,4,4,10,6600,16500,2496,210,25806,1,0,0,0,0
Bangalore,hoskote,4,4,3,17,7800,19500,3471,249,31020,1,0,0,0,0
Bangalore,kaggadasapura,1,1,0,9,3870,4500,552,60,8982,1,1,0,0,0
Delhi,sector 22 rohini,1,1,0,4,1440,5700,252,75,7467,1,1,0,0,0
Bangalore,hennur road,2,1,0,6,0,7200,510,111,7821,1,0,0,0,0
Bangalore,nagasandra,3,5,8,6,0,24000,6750,363,31110,1,0,0,0,1
Kolkata,natunpara,4,3,6,6,0,30000,2211,492,32700,1,0,0,0,1
Bangalore,sarjapur  road,2,1,1,6,0,3300,231,51,3582,1,0,0,0,0
Bangalore,kengeri,3,4,4,6,10050,34500,3750,438,48750,0,0,0,0,0
Bangalore,ombr layout,3,4,4,17,7200,43500,2730,552,53970,1,1,0,0,0
Bangalore,jp nagar,3,4,2,3,12000,18000,3177,231,33420,0,0,0,0,0
Bangalore,kanakpura road,1,1,0,6,0,3900,765,60,4725,1,0,0,0,0
Bangalore,basaveshwara nagar yelahanka,4,4,3,16,6411,45000,2502,573,54480,1,1,0,0,0
Bangalore,ngr layout,2,2,1,14,4200,10500,525,135,15360,0,0,0,0,0
Bangalore,raja rajeshwari nagar,1,1,0,1,750,3915,0,51,4716,0,0,0,0,0
Bangalore,hebbal,4,5,3,2,5100,7650,1002,99,13851,1,0,0,0,0
Bangalore,tc palaya,1,1,1,12,1695,9600,369,123,11787,1,1,0,0,0
Bangalore,sarjapur  road,3,2,1,3,3261,11100,114,141,14616,1,0,0,0,0
Bangalore,chikka tirupathi,3,4,2,2,5808,18000,1170,231,25209,1,0,0,0,0
Bangalore,jigani,5,7,5,22,16500,42000,6252,534,65280,1,0,0,1,1
Chennai,veppampatttu,3,1,1,6,1647,3600,0,48,5295,1,0,0,0,0
Bangalore,nagavara,1,3,2,19,2700,12426,0,159,15285,0,1,0,0,0
Bangalore,ananth nagar,2,1,0,6,0,5400,375,84,5859,1,0,0,0,0
Kolkata,kaikhali,1,1,0,6,90,1350,39,18,1497,1,0,0,0,0
Bangalore,marathahalli,4,4,2,6,0,25500,801,384,26685,1,0,0,0,0
Bangalore,yelahanka new town,1,2,1,11,2220,9600,450,123,12393,1,0,0,0,0
Bangalore,rachenahalli,2,1,0,13,1167,4440,156,57,5820,1,0,0,0,0
Mumbai,ghatkopar east,2,2,2,5,1800,7500,0,111,9411,1,0,0,0,0
Bangalore,electronics city phase 1,3,3,3,9,7200,30000,1752,381,39330,1,1,0,0,0
Delhi,sultanpur,5,7,4,6,12300,45000,12723,687,70710,1,1,0,1,0
Kolkata,new town rajarhat,4,4,4,6,0,22500,1449,369,24318,1,1,0,0,0
Chennai,east tambaram,1,1,1,5,2190,8400,456,108,11154,1,0,0,0,0
Delhi,chittaranjan park,1,1,1,3,1959,5151,192,69,7371,1,0,0,0,0
Bangalore,kengeri,3,4,4,6,6300,15000,0,192,21492,1,0,0,0,0
Kolkata,dum dum park,5,5,2,15,5610,45000,2340,600,53550,0,0,0,0,0
Kolkata,kolkata airport road,5,5,7,6,0,45000,2970,738,48720,1,0,0,0,1
Bangalore,electronic city,3,2,2,6,3600,6000,0,78,9678,0,0,0,0,0
Bangalore,talaghattapura,2,2,1,12,3939,26100,1029,333,31410,1,0,0,0,0
Mumbai,andheri east,3,3,1,1,960,7500,273,111,8844,1,0,0,0,0
Bangalore,vijayanagar,2,1,1,8,1140,3810,93,51,5094,1,0,0,0,0
Kolkata,e m bypass,4,3,0,9,9000,45000,3414,600,58020,1,1,0,0,0
Bangalore,kadabagere,3,5,4,15,15900,30000,0,381,46290,1,0,0,0,0
Chennai,guduvancheri,2,1,1,3,900,3510,0,45,4455,1,0,0,0,0
Bangalore,kasavanhalli,2,2,0,6,0,10500,102,159,10761,0,1,0,0,0
Bangalore,cooke town,4,4,6,5,7350,8160,2877,105,18492,1,0,0,0,1
Bangalore,akshaya nagar,3,4,4,6,0,24000,2856,363,27219,1,0,0,0,0
Bangalore,ramamurthy nagar,3,1,1,1,1425,5400,0,69,6894,0,0,0,0,0
Bangalore,kundalahalli,1,1,1,3,1440,6450,0,84,7974,0,1,0,0,0
Bangalore,chandapura,3,2,0,2,3000,9600,735,123,13458,1,1,0,0,0
Kolkata,narendrapur,3,3,2,6,0,6960,375,117,7452,1,0,0,0,0
Chennai,kolathur,3,2,3,6,0,6600,0,102,6702,1,0,0,0,0
Kolkata,tollygunge,5,5,8,6,0,18000,3051,297,21348,1,0,0,0,1
Delhi,vasant vihar,3,1,0,1,2700,9300,627,120,12747,0,0,0,0,0
Bangalore,hoodi,3,3,1,1,3432,4080,768,54,8334,1,0,0,0,0
Bangalore,electronic city phase ii,1,1,1,14,1380,10500,300,135,12315,0,1,0,0,0
Bangalore,hebbal,3,4,4,6,0,12600,0,192,12792,1,1,0,0,0
Bangalore,bellandur,3,4,3,15,4323,19200,2070,246,25839,1,1,0,0,0
Bangalore,kudlu main road,3,3,2,6,0,5400,900,84,6384,1,0,0,0,0
Bangalore,electronic city phase ii,1,1,0,1,0,4377,0,30,4407,0,0,0,0,0
Delhi,greater kailash 1,1,1,1,7,2250,2580,252,36,5118,1,0,0,0,0
Mumbai,kharghar,3,2,1,3,2100,5400,240,81,7821,1,0,0,0,0
Bangalore,hoskote,4,3,0,3,1320,15300,0,195,16815,1,1,0,0,0
Kolkata,jaffarpur panchanantala,4,5,0,19,12414,45000,5925,600,63930,0,0,0,0,0
Bangalore,kr puram,2,2,1,11,2010,7500,597,96,10203,1,0,0,0,0
Bangalore,sarjapur  road,2,1,1,11,1500,5400,15,69,6984,0,1,0,0,0
Bangalore,bannerghatta road,3,1,0,2,600,6300,501,81,7482,1,0,0,0,0
Mumbai,powai,2,1,1,7,1167,3600,0,54,4821,1,0,0,0,0
Bangalore,shree ananth nagar layout,3,5,6,21,6000,11856,1377,153,19386,1,0,0,0,1
Bangalore,hegde nagar,2,1,1,8,2385,7500,477,96,10458,0,0,0,0,0
Chennai,porur,3,1,2,3,1797,3900,222,51,5970,1,0,0,0,0
Chennai,nandambakkam,3,3,2,6,2880,16500,45,249,19674,1,0,0,0,0
Bangalore,kurubarahalli,4,4,3,19,9300,30000,4002,381,43680,1,1,0,0,0
Bangalore,doddabommasandra,4,5,4,3,12795,37500,4800,477,55560,1,1,0,0,0
Bangalore,kengeri,3,4,4,12,6600,19500,2250,249,28599,0,0,0,0,0
Mumbai,kalwa,1,1,0,4,1050,4800,450,72,6372,1,1,0,0,0
Bangalore,badavala nagar,4,4,3,6,0,36000,5064,543,41610,1,1,0,0,0
Kolkata,madhyamgram,2,1,1,4,474,3420,0,48,3942,1,0,0,0,0
Bangalore,hosur road,3,2,1,5,4560,7200,0,93,11853,1,1,0,0,0
Chennai,gerugambakkam,4,5,3,6,3759,10737,654,138,15288,1,1,0,0,0
Bangalore,varthur,1,1,0,8,2010,8376,114,108,10608,1,0,0,0,0
Bangalore,thanisandra,3,4,3,19,6741,25500,3000,99,35340,1,1,0,0,0
Bangalore,kalyan nagar,1,1,0,2,1500,4260,0,54,5814,0,0,0,0,0
Mumbai,dombivali,2,2,1,6,1149,4200,351,63,5763,1,0,0,0,0
Bangalore,mallasandra,3,5,2,8,3300,19800,1272,252,24624,1,0,0,0,0
Bangalore,uttarahalli,3,3,1,11,2802,5100,75,66,8043,0,0,0,0,0
Bangalore,vidyaranyapura,4,3,0,6,0,29400,2250,444,32100,1,0,0,0,0
Mumbai,mira road east,2,1,1,1,300,4320,0,66,4686,1,0,0,0,0
Delhi,delhi,4,2,1,6,0,9900,345,153,10398,1,0,0,0,0
Bangalore,konanakunte,4,5,6,14,8580,36000,2751,459,47790,1,0,0,0,1
Chennai,madhavaram,1,1,0,6,1209,1500,45,21,2775,1,0,0,0,0
Bangalore,sompura,3,3,3,8,4596,7650,1251,99,13596,1,1,0,0,0
Bangalore,hoskote,3,2,0,9,4470,12300,690,156,17616,1,0,0,0,0
Mumbai,dronagiri,4,3,1,6,0,12150,750,216,13116,1,1,0,0,0
Delhi,sector 12 dwarka,3,2,2,13,3081,7500,873,99,11553,1,1,0,0,0
Chennai,pallavaram,2,1,1,4,930,5400,102,69,6501,1,1,0,0,0
Chennai,padur,2,2,0,6,2430,2754,294,36,5514,0,0,0,0,0
Chennai,koyambedu,2,2,2,7,3300,12600,630,162,16692,1,1,0,0,0
Mumbai,manpada,4,4,1,6,3900,9600,900,141,14541,1,1,0,0,0
Kolkata,rasapunja,3,2,2,6,0,29628,588,486,30690,1,0,0,0,0
Bangalore,thigalarapalya,3,4,0,6,0,12600,525,192,13317,1,1,0,0,0
Kolkata,botanical garden area,2,2,2,6,900,6300,759,84,8043,0,0,0,0,0
Mumbai,powai,1,1,0,3,900,2400,63,36,3399,1,0,0,0,0
Chennai,perungalathur,4,2,1,6,0,4500,0,69,4569,1,0,0,0,0
Mumbai,kalyan west,2,1,1,1,1230,4200,90,63,5583,1,0,0,0,0
Bangalore,nri layout,4,4,2,11,4200,13500,951,174,18825,1,0,0,0,0
Mumbai,thane west,1,1,0,4,0,6000,0,90,6090,0,1,0,0,0
Bangalore,hennur,1,1,1,5,1290,5280,63,69,6702,1,0,0,0,0
Chennai,thoraipakkam,3,4,2,9,3600,10200,0,132,13932,1,0,0,0,0
Delhi,patel nagar,3,3,2,4,6840,36000,1605,465,44910,1,1,0,0,0
Bangalore,yelahanka,1,1,0,6,0,6000,159,93,6252,1,0,0,0,0
Chennai,thoraipakkam,1,2,0,6,0,3600,0,57,3657,1,0,0,0,0
Delhi,badarpur border,4,1,0,6,0,6438,591,99,7128,1,0,0,0,0
Bangalore,hebbal,4,5,3,6,0,15000,1695,228,16923,1,0,0,0,0
Bangalore,panathur,2,2,0,17,1680,18000,750,129,20559,1,1,0,0,0
Bangalore,2nd stage nagarbhavi,4,2,2,6,0,9300,390,141,9831,1,0,0,0,0
Bangalore,kengeri,5,3,0,6,0,21600,1029,327,22956,1,0,0,0,0
Bangalore,kadugodi,1,1,1,6,2670,12450,330,159,15609,1,1,0,0,0
Kolkata,jadavpur,2,1,1,3,900,2580,183,36,3699,1,0,0,0,0
Bangalore,chikkalasandra,3,3,4,7,24129,36000,8808,459,69390,1,0,0,0,0
Mumbai,goregaon east,1,1,1,2,840,2400,840,36,4116,0,0,0,0,0
Bangalore,kundalahalli,1,1,1,8,1350,9750,0,126,11226,1,1,0,0,0
Bangalore,ramamurthy nagar,3,2,2,11,1890,8400,501,108,10899,1,0,0,0,0
Bangalore,kaggadasapura,1,1,1,9,1500,6975,384,90,8949,1,0,0,0,0
Kolkata,barisha purba para road,3,2,1,3,930,3450,255,48,4683,1,0,0,0,0
Bangalore,seegehalli,2,2,0,27,3300,30600,0,390,34290,0,1,0,0,0
Bangalore,kr puram,1,1,1,6,1926,4800,0,63,6789,0,1,0,0,0
Bangalore,ramagondanahalli,2,1,3,6,0,4800,489,75,5364,1,0,0,0,0
Delhi,dwarka mor,1,2,0,6,0,3600,0,57,3657,0,0,0,0,0
Bangalore,ambalipura,3,2,2,4,3300,22650,627,288,26865,1,1,0,0,0
Kolkata,new town,2,1,2,3,720,6000,81,81,6882,1,0,0,0,0
Kolkata,action area iii,4,2,3,6,0,14868,600,246,15714,1,0,0,0,0
Delhi,chittaranjan park,2,1,1,3,1290,3000,129,39,4458,1,0,0,0,0
Delhi,dwarka mor,2,1,1,3,2400,3900,132,51,6483,1,0,0,0,0
Bangalore,kasavanhalli,2,2,1,18,3858,5130,0,66,9054,1,0,0,0,0
Delhi,greater kailash 1,2,2,1,6,2550,2850,177,39,5616,1,0,0,0,0
Bangalore,sarjapur,1,1,0,4,1806,5400,390,69,7665,1,1,0,0,0
Delhi,noida,3,2,1,8,3900,13500,657,174,18231,1,1,0,0,0
Kolkata,tagore park,3,2,1,2,867,4350,342,60,5619,1,0,0,0,0
Bangalore,malleshwaram,2,1,1,21,1557,5103,465,66,7191,1,0,0,0,0
Delhi,ramesh nagar,4,3,2,17,7500,27900,1125,360,36900,1,1,0,0,0
Delhi,uttam nagar west,1,1,0,5,1800,13500,201,174,15675,0,1,0,0,0
Kolkata,sector 22,3,3,0,6,0,18000,828,297,19125,1,0,0,0,0
Mumbai,lower parel,2,2,2,12,1500,6300,168,93,8061,1,0,0,0,0
Delhi,gulmohar park,3,2,1,8,3492,9000,750,117,13359,0,1,0,0,0
Delhi,rohini sector 24,2,2,1,6,0,5610,0,87,5697,1,0,0,0,0
Bangalore,bhoganhalli,1,2,2,17,2895,6690,813,87,10485,1,0,0,0,0
Bangalore,harlur,3,4,3,9,6300,17400,2475,222,26397,1,0,0,0,0
Bangalore,chandapura,2,2,1,6,0,6120,0,93,6213,1,0,0,0,0
Chennai,thiruvanmiyur,2,1,1,3,1455,2940,144,39,4578,1,0,0,0,0
Bangalore,9th phase jp nagar,1,1,1,1,1395,9000,252,117,10764,1,0,0,0,0
Chennai,mogappair,1,1,0,5,1761,2850,102,39,4752,0,0,0,0,0
Bangalore,ramamurthy nagar,1,2,2,19,3276,7500,963,96,11835,1,0,0,0,0
Kolkata,shyamnagar,2,3,3,6,0,6000,513,99,6612,1,0,0,0,0
Chennai,kanathur,4,5,0,12,9000,15300,2889,195,27384,1,0,0,0,0
Bangalore,domlur,2,2,2,18,5400,38400,1251,489,45540,1,1,0,0,0
Bangalore,doddabommasandra,3,4,4,6,0,24000,8751,363,33120,1,0,0,0,0
Mumbai,kamothe,1,2,0,3,420,4050,30,60,4560,1,0,0,0,0
Delhi,tagore garden extension,3,2,2,9,7500,25500,1467,330,34800,1,0,0,0,0
Bangalore,7th phase jp nagar,2,1,1,4,1290,7092,231,90,8703,1,1,0,0,0
Bangalore,electronic city,4,5,4,1,11400,8250,4251,105,24006,1,0,0,0,0
Bangalore,electronic city,2,1,1,6,0,11400,810,174,12384,1,0,0,0,0
Bangalore,thigalarapalya,3,3,0,6,0,16500,2202,249,18951,1,0,0,0,0
Kolkata,vip haldiram,3,3,2,3,852,7500,312,102,8766,1,1,0,0,0
Bangalore,marathahalli,4,4,6,7,12000,16500,3540,210,32250,0,1,0,0,1
Kolkata,kamdahari,5,5,8,6,0,24000,1659,396,26055,1,0,0,0,1
Bangalore,lakshminarayana pura,3,2,0,7,1950,5700,555,75,8280,1,1,0,0,0
Bangalore,thanisandra,3,4,2,6,0,8700,3300,132,12132,1,0,0,0,0
Bangalore,r.t. nagar,3,3,2,4,4650,9000,1950,117,15717,1,0,0,0,0
Mumbai,koper khairane,1,1,1,14,3300,5400,201,81,8982,1,0,0,0,0
Kolkata,kasba east,4,4,4,22,8103,30000,2280,402,40800,0,1,0,0,0
Delhi,uttam nagar,2,1,0,8,2700,3900,660,51,7311,1,0,0,0,0
Bangalore,b narayanapura,5,3,2,6,0,11520,1800,174,13494,1,1,0,0,0
Bangalore,yelachenahalli,4,4,4,6,0,42000,4002,633,46650,1,0,0,0,0
Bangalore,panathur,3,2,3,3,3300,5997,459,78,9834,1,1,0,0,0
Mumbai,vasind,3,4,2,6,1950,11400,0,204,13554,1,1,0,0,0
Bangalore,kanakpura road,2,1,1,4,2250,5523,231,21,8025,1,0,0,0,0
Delhi,navjeevan vihar,2,2,0,2,2100,9000,585,117,11802,1,1,0,0,0
Bangalore,whitefield,1,1,0,6,0,3279,0,51,3330,0,0,0,0,0
Mumbai,ghatkopar west,2,1,0,3,690,3900,93,57,4740,1,0,0,0,0
Bangalore,hebbal,4,3,4,6,0,21600,1302,327,23229,1,0,0,0,0
Bangalore,ulsoor,2,2,2,8,5400,12450,1140,159,19149,1,0,0,0,0
Kolkata,tollygunge,3,1,2,6,0,4890,351,81,5322,1,0,0,0,0
Bangalore,7th phase jp nagar,1,1,0,1,900,3720,0,48,4668,0,0,0,0,0
Mumbai,virar,1,1,0,6,1650,1650,0,27,3327,0,0,0,0,0
Bangalore,hosakerehalli,3,2,2,5,3300,13044,750,168,17262,1,0,0,0,0
Bangalore,panathur,2,1,1,6,2250,10500,315,135,13200,1,0,0,0,0
Bangalore,shampura,3,4,3,13,7200,21000,252,267,28719,1,0,0,0,0
Bangalore,rajaji nagar,3,2,1,8,3600,22500,1251,288,27639,0,1,0,0,0
Mumbai,thane west,1,1,1,7,3900,3600,204,54,7758,0,1,0,0,0
Bangalore,brookefield,2,1,0,2,1500,6870,0,90,8460,1,0,0,0,0
Delhi,rohini sector 24,3,1,0,1,3438,6600,597,87,10722,1,0,0,0,0
Bangalore,indira nagar,2,2,1,6,3216,15000,588,192,18996,1,1,0,0,0
Bangalore,panathur,2,2,2,4,3084,7650,870,99,11703,1,1,0,0,0
Bangalore,bannerghatta,1,1,1,15,12000,18000,765,231,30990,0,1,0,0,0
Bangalore,shampura,4,3,3,6,8064,5760,1269,75,15168,1,0,0,0,0
Chennai,tiruporur near kelambakkam,1,1,0,2,1230,1500,39,21,2790,1,0,0,0,0
Delhi,sector 14 rohini,3,6,2,11,9000,42000,1002,543,52560,1,0,0,0,0
Bangalore,kenchenahalli,4,4,4,5,9990,44700,4251,567,59520,1,1,0,0,0
Bangalore,yelahanka,1,1,0,6,0,2580,177,39,2796,0,1,0,0,0
Mumbai,bandra kurla complex,1,1,0,3,1110,3270,0,48,4428,0,1,0,0,0
Bangalore,9th phase jp nagar,1,1,1,8,969,6450,255,84,7758,1,0,0,0,0
Bangalore,hormavu,3,2,2,4,5910,27000,2700,345,35970,1,1,0,0,0
Mumbai,andheri west,2,2,2,3,1620,4800,27,72,6519,1,0,0,0,0
Bangalore,chandapura,2,2,2,4,3000,15000,330,192,18522,1,0,0,0,0
Bangalore,uttarahalli,3,4,1,6,0,9000,0,138,9138,1,0,0,0,0
Bangalore,koramangala,1,1,1,4,4350,12600,405,162,17517,1,1,0,0,0
Delhi,new ashok nagar,3,2,1,2,3816,8250,795,108,12969,1,0,0,0,0
Bangalore,kr puram,1,2,0,17,1524,5400,174,69,7167,0,0,0,0,0
Mumbai,mulund west,2,1,0,5,1650,2550,102,39,4341,1,0,0,0,0
Bangalore,bannerghatta road,3,2,2,5,4560,15000,0,108,19668,0,0,0,0,0
Bangalore,thigalarapalya,4,4,4,4,8571,34500,4440,438,47940,0,0,0,0,0
Bangalore,whitefield,1,1,0,6,0,4800,0,75,4875,1,0,0,0,0
Bangalore,7th phase jp nagar,1,1,1,2,2343,8910,276,114,11643,0,1,0,0,0
Bangalore,hsr layout,1,1,0,5,2457,4950,0,63,7470,1,0,0,0,0
Bangalore,bellandur,3,2,2,2,7500,21000,3600,267,32370,1,0,0,0,0
Chennai,thoraipakkam,3,2,1,6,0,3960,501,60,4521,1,0,0,0,0
Bangalore,bellandur,3,3,5,6,0,7500,696,114,8310,1,0,0,0,1
Bangalore,sarjapur,1,1,0,6,1806,5400,390,69,7665,1,1,0,0,0
Bangalore,ramagondanahalli,2,1,0,1,840,4560,0,60,5460,1,0,0,0,0
Bangalore,7th phase jp nagar,1,1,0,6,0,4500,228,69,4797,1,0,0,0,0
Bangalore,hsr layout,1,1,0,1,180,2850,0,39,3069,0,0,0,0,0
Delhi,sector-7 rohini,2,5,5,6,0,5430,162,84,5676,0,0,0,0,1
Bangalore,begur,4,5,4,19,8589,21000,2250,267,32100,1,1,0,0,0
Delhi,om nagar,3,2,1,11,1800,5880,3540,78,11298,1,0,0,0,0
Bangalore,kanakpura road,1,1,0,1,0,3750,840,48,4638,1,0,0,0,0
Bangalore,hosa road,1,1,0,6,0,2508,0,39,2547,0,0,0,0,0
Chennai,vadapalani,2,1,1,4,2340,3600,156,48,6144,1,0,0,0,0
Bangalore,vijayanagar,2,2,1,7,1350,7050,0,90,8490,1,0,0,0,0
